"scenario","model","rep","age_lo","age_hi","age_mid","pop_frac","prev","clin"
"eir_3","IBM",16,20,30,25,0.148755,0.0560503,0.303505
"eir_3","IBM",16,30,40,35,0.0953576,0.050888,0.184556
"eir_3","IBM",16,40,60,50,0.0943872,0.0512953,0.141633
"eir_3","IBM",16,60,85,72.5,0.0402157,0.044432,0.0757403
"eir_10","IBM",16,0,1,0.5,0.0469107,0.066608,1.35342
"eir_10","IBM",16,1,2,1.5,0.0449628,0.138678,2.7602
"eir_10","IBM",16,2,3,2.5,0.0429008,0.1769,2.8448
"eir_10","IBM",16,3,5,4,0.0825061,0.184487,2.13318
"eir_10","IBM",16,5,7,6,0.0773313,0.174016,1.56377
"eir_10","IBM",16,7,10,8.5,0.0970237,0.147558,1.15962
"eir_10","IBM",16,10,15,12.5,0.131267,0.110341,0.520243
"eir_10","IBM",16,15,20,17.5,0.105945,0.0860604,0.28049
"eir_10","IBM",16,20,30,25,0.15088,0.0667077,0.15752
"eir_10","IBM",16,30,40,35,0.0945722,0.0543637,0.106528
"eir_10","IBM",16,40,60,50,0.0881198,0.049224,0.0955291
"eir_10","IBM",16,60,85,72.5,0.0375812,0.0443308,0.0674685
"demography","IBM",16,0,1,0.5,0.0174056,0.020538,0.430025
"demography","IBM",16,1,2,1.5,0.016411,0.048986,0.906013
"demography","IBM",16,2,3,2.5,0.0168868,0.0657499,1.14004
"demography","IBM",16,3,5,4,0.0323733,0.0744828,1.22371
"demography","IBM",16,5,7,6,0.0310457,0.0813813,1.12618
"demography","IBM",16,7,10,8.5,0.0473662,0.0830667,0.982291
"demography","IBM",16,10,15,12.5,0.0861686,0.0775043,0.734421
"demography","IBM",16,15,20,17.5,0.0771781,0.0631726,0.515924
"demography","IBM",16,20,30,25,0.15927,0.0546287,0.417447
"demography","IBM",16,30,40,35,0.154415,0.0484531,0.25437
"demography","IBM",16,40,60,50,0.230135,0.0456352,0.130974
"demography","IBM",16,60,85,72.5,0.131345,0.0430495,0.0954905
"eir_1","IBM",17,0,1,0.5,0.0471124,0.0105042,0.225869
"eir_1","IBM",17,1,2,1.5,0.0450161,0.0205655,0.398244
"eir_1","IBM",17,2,3,2.5,0.0433557,0.0317567,0.601094
"eir_1","IBM",17,3,5,4,0.0823005,0.040619,0.672839
"eir_1","IBM",17,5,7,6,0.0742043,0.0455625,0.688249
"eir_1","IBM",17,7,10,8.5,0.0968452,0.0570216,0.814292
"eir_1","IBM",17,10,15,12.5,0.133531,0.055778,0.722039
"eir_1","IBM",17,15,20,17.5,0.10463,0.0476205,0.439201
"eir_1","IBM",17,20,30,25,0.146772,0.0443454,0.397373
"eir_1","IBM",17,30,40,35,0.0898238,0.0441786,0.302583
"eir_1","IBM",17,40,60,50,0.096049,0.039816,0.247689
"eir_1","IBM",17,60,85,72.5,0.0403586,0.0363856,0.244353
"eir_3","IBM",17,0,1,0.5,0.0441444,0.0217179,0.418543
"eir_3","IBM",17,1,2,1.5,0.0437438,0.0530932,1.02268
"eir_3","IBM",17,2,3,2.5,0.0433453,0.0696615,1.30142
"eir_3","IBM",17,3,5,4,0.0826191,0.0871762,1.36637
"eir_3","IBM",17,5,7,6,0.0736219,0.101931,1.2732
"eir_3","IBM",17,7,10,8.5,0.0932773,0.099486,1.06441
"eir_3","IBM",17,10,15,12.5,0.133907,0.0792636,0.756354
"eir_3","IBM",17,15,20,17.5,0.110083,0.0669215,0.568076
"eir_3","IBM",17,20,30,25,0.141394,0.0588508,0.335536
"eir_3","IBM",17,30,40,35,0.0940971,0.0504477,0.208221
"eir_3","IBM",17,40,60,50,0.099667,0.0495641,0.0977831
"eir_3","IBM",17,60,85,72.5,0.0400999,0.0515505,0.0810123
"eir_10","IBM",17,0,1,0.5,0.0470634,0.0651275,1.2621
"eir_10","IBM",17,1,2,1.5,0.0452221,0.142967,2.82745
"eir_10","IBM",17,2,3,2.5,0.0438645,0.169757,2.74453
"eir_10","IBM",17,3,5,4,0.0809024,0.178301,2.00443
"eir_10","IBM",17,5,7,6,0.0752175,0.171519,1.54701
"eir_10","IBM",17,7,10,8.5,0.0989258,0.150603,1.1872
"eir_10","IBM",17,10,15,12.5,0.136182,0.114882,0.524599
"eir_10","IBM",17,15,20,17.5,0.105782,0.0857885,0.26701
"eir_10","IBM",17,20,30,25,0.145789,0.0650264,0.204179
"eir_10","IBM",17,30,40,35,0.0930135,0.0530839,0.106555
"eir_10","IBM",17,40,60,50,0.0880047,0.0510284,0.0884048
"eir_10","IBM",17,60,85,72.5,0.0400326,0.0460241,0.0506981
"demography","IBM",17,0,1,0.5,0.0161824,0.0200816,0.387423
"demography","IBM",17,1,2,1.5,0.016628,0.0455568,0.851378
"demography","IBM",17,2,3,2.5,0.0169735,0.0534053,1.04455
"demography","IBM",17,3,5,4,0.0350715,0.0811441,1.284
"demography","IBM",17,5,7,6,0.033453,0.0923882,1.30985
"demography","IBM",17,7,10,8.5,0.0484519,0.0845535,1.02959
"demography","IBM",17,10,15,12.5,0.0805642,0.0735617,0.660624
"demography","IBM",17,15,20,17.5,0.0831901,0.0621639,0.486615
"demography","IBM",17,20,30,25,0.153359,0.0560208,0.367266
"demography","IBM",17,30,40,35,0.153431,0.0449495,0.214852
"demography","IBM",17,40,60,50,0.234509,0.0442412,0.135396
"demography","IBM",17,60,85,72.5,0.128186,0.0454414,0.104654
"eir_1","IBM",18,0,1,0.5,0.0484075,0.010314,0.219556
"eir_1","IBM",18,1,2,1.5,0.0463282,0.0260536,0.526767
"eir_1","IBM",18,2,3,2.5,0.0437801,0.0363307,0.675715
"eir_1","IBM",18,3,5,4,0.0810548,0.0424638,0.728695
"eir_1","IBM",18,5,7,6,0.0739692,0.0513242,0.831901
"eir_1","IBM",18,7,10,8.5,0.0960882,0.0524553,0.751011
"eir_1","IBM",18,10,15,12.5,0.13753,0.0530494,0.65121
"eir_1","IBM",18,15,20,17.5,0.10201,0.0512882,0.514632
"eir_1","IBM",18,20,30,25,0.149931,0.045555,0.38559
"eir_1","IBM",18,30,40,35,0.0933509,0.0410069,0.315449
"eir_1","IBM",18,40,60,50,0.0893294,0.0386134,0.295928
"eir_1","IBM",18,60,85,72.5,0.0382208,0.0373619,0.205455
"eir_3","IBM",18,0,1,0.5,0.0484063,0.0230113,0.447312
"eir_3","IBM",18,1,2,1.5,0.0457789,0.0479848,0.934162
"eir_3","IBM",18,2,3,2.5,0.0434422,0.0712578,1.29777
"eir_3","IBM",18,3,5,4,0.0792196,0.089657,1.44807
"eir_3","IBM",18,5,7,6,0.0726921,0.094525,1.15151
"eir_3","IBM",18,7,10,8.5,0.0975589,0.0872545,0.912017
"eir_3","IBM",18,10,15,12.5,0.129748,0.0782755,0.71882
"eir_3","IBM",18,15,20,17.5,0.0997323,0.0663643,0.537182
"eir_3","IBM",18,20,30,25,0.154391,0.0554832,0.326875
"eir_3","IBM",18,30,40,35,0.0917691,0.048317,0.174476
"eir_3","IBM",18,40,60,50,0.0943144,0.0456177,0.124639
"eir_3","IBM",18,60,85,72.5,0.0429471,0.0436863,0.0920251
"eir_10","IBM",18,0,1,0.5,0.0477599,0.0618781,1.22007
"eir_10","IBM",18,1,2,1.5,0.0459575,0.1391,2.80061
"eir_10","IBM",18,2,3,2.5,0.0428825,0.179408,2.93759
"eir_10","IBM",18,3,5,4,0.0802952,0.187707,2.14681
"eir_10","IBM",18,5,7,6,0.0739236,0.178297,1.56416
"eir_10","IBM",18,7,10,8.5,0.0977848,0.15655,1.14238
"eir_10","IBM",18,10,15,12.5,0.131915,0.112412,0.541654
"eir_10","IBM",18,15,20,17.5,0.0976666,0.0876035,0.266821
"eir_10","IBM",18,20,30,25,0.150455,0.0691667,0.166465
"eir_10","IBM",18,30,40,35,0.0971097,0.0561973,0.142703
"eir_10","IBM",18,40,60,50,0.0931005,0.0517801,0.120894
"eir_10","IBM",18,60,85,72.5,0.0411489,0.0510797,0.0492839
"demography","IBM",18,0,1,0.5,0.0181314,0.0152358,0.317935
"demography","IBM",18,1,2,1.5,0.0170099,0.0370525,0.75905
"demography","IBM",18,2,3,2.5,0.0164639,0.0523227,0.966459
"demography","IBM",18,3,5,4,0.0349076,0.0726517,1.1328
"demography","IBM",18,5,7,6,0.033034,0.0788636,1.02866
"demography","IBM",18,7,10,8.5,0.0475567,0.0750209,0.87828
"demography","IBM",18,10,15,12.5,0.0799303,0.0736075,0.663845
"demography","IBM",18,15,20,17.5,0.0825211,0.0593109,0.546594
"demography","IBM",18,20,30,25,0.156075,0.0529379,0.402395
"demography","IBM",18,30,40,35,0.148625,0.0477565,0.242244
"demography","IBM",18,40,60,50,0.23581,0.0428693,0.147534
"demography","IBM",18,60,85,72.5,0.129936,0.0405487,0.0892489
"eir_1","IBM",19,0,1,0.5,0.0462573,0.0118729,0.241202
"eir_1","IBM",19,1,2,1.5,0.0440089,0.0259966,0.500136
"eir_1","IBM",19,2,3,2.5,0.0423009,0.0292667,0.569086
"eir_1","IBM",19,3,5,4,0.0779682,0.040363,0.638752
"eir_1","IBM",19,5,7,6,0.0732108,0.0470006,0.728289
"eir_1","IBM",19,7,10,8.5,0.094458,0.0506792,0.667555
"eir_1","IBM",19,10,15,12.5,0.137567,0.0511887,0.584447
"eir_1","IBM",19,15,20,17.5,0.10795,0.0434229,0.453518
"eir_1","IBM",19,20,30,25,0.149668,0.0405125,0.33185
"eir_1","IBM",19,30,40,35,0.0952875,0.0417164,0.362984
"eir_1","IBM",19,40,60,50,0.0905651,0.0356561,0.239301
"eir_1","IBM",19,60,85,72.5,0.0407595,0.0306735,0.158435
"eir_3","IBM",19,0,1,0.5,0.0489651,0.0233703,0.48981
"eir_3","IBM",19,1,2,1.5,0.0474089,0.0553987,1.13825
"eir_3","IBM",19,2,3,2.5,0.0449768,0.0739407,1.3768
"eir_3","IBM",19,3,5,4,0.0826689,0.087236,1.35306
"eir_3","IBM",19,5,7,6,0.0739014,0.0968959,1.20967
"eir_3","IBM",19,7,10,8.5,0.0974424,0.0961133,0.967839
"eir_3","IBM",19,10,15,12.5,0.131667,0.0791158,0.708289
"eir_3","IBM",19,15,20,17.5,0.10666,0.0698076,0.545001
"eir_3","IBM",19,20,30,25,0.14407,0.0577956,0.302377
"eir_3","IBM",19,30,40,35,0.089139,0.047976,0.170252
"eir_3","IBM",19,40,60,50,0.0931077,0.0488984,0.106965
"eir_3","IBM",19,60,85,72.5,0.0399927,0.0531403,0.0948677
"eir_10","IBM",19,0,1,0.5,0.0463429,0.059205,1.17982
"eir_10","IBM",19,1,2,1.5,0.0453771,0.13375,2.69373
"eir_10","IBM",19,2,3,2.5,0.0438476,0.178236,2.92916
"eir_10","IBM",19,3,5,4,0.0818764,0.196357,2.24557
"eir_10","IBM",19,5,7,6,0.0732852,0.178679,1.68133
"eir_10","IBM",19,7,10,8.5,0.0962882,0.154939,1.12688
"eir_10","IBM",19,10,15,12.5,0.1306,0.113439,0.538569
"eir_10","IBM",19,15,20,17.5,0.107018,0.083378,0.267965
"eir_10","IBM",19,20,30,25,0.149176,0.0670433,0.186328
"eir_10","IBM",19,30,40,35,0.0910515,0.0521436,0.106846
"eir_10","IBM",19,40,60,50,0.0953234,0.0501186,0.104903
"eir_10","IBM",19,60,85,72.5,0.0398136,0.0472048,0.0740717
"demography","IBM",19,0,1,0.5,0.0171669,0.0142772,0.307002
"demography","IBM",19,1,2,1.5,0.0162765,0.0433321,0.871761
"demography","IBM",19,2,3,2.5,0.0166862,0.0615161,1.16822
"demography","IBM",19,3,5,4,0.0336127,0.0686297,1.13274
"demography","IBM",19,5,7,6,0.0319561,0.0786899,1.06248
"demography","IBM",19,7,10,8.5,0.0494426,0.0855988,1.03451
"demography","IBM",19,10,15,12.5,0.0870847,0.0730701,0.679674
"demography","IBM",19,15,20,17.5,0.0831511,0.0654467,0.58872
"demography","IBM",19,20,30,25,0.162375,0.05,0.346212
"demography","IBM",19,30,40,35,0.149974,0.0484088,0.237202
"demography","IBM",19,40,60,50,0.22494,0.0468289,0.142531
"demography","IBM",19,60,85,72.5,0.127334,0.0454963,0.0984325
"eir_1","IBM",20,0,1,0.5,0.047258,0.00869306,0.178265
"eir_1","IBM",20,1,2,1.5,0.0466429,0.0215701,0.432317
"eir_1","IBM",20,2,3,2.5,0.0450598,0.0312722,0.596923
"eir_1","IBM",20,3,5,4,0.082893,0.039715,0.693044
"eir_1","IBM",20,5,7,6,0.0729469,0.046693,0.738839
"eir_1","IBM",20,7,10,8.5,0.0955777,0.0496296,0.722129
"eir_1","IBM",20,10,15,12.5,0.134505,0.0507023,0.629849
"eir_1","IBM",20,15,20,17.5,0.102798,0.0422528,0.428845
"eir_1","IBM",20,20,30,25,0.14616,0.0429829,0.38495
"eir_1","IBM",20,30,40,35,0.0934402,0.0391306,0.330219
"eir_1","IBM",20,40,60,50,0.0922222,0.0403068,0.272947
"eir_1","IBM",20,60,85,72.5,0.0404963,0.0373325,0.218055
"eir_3","IBM",20,0,1,0.5,0.0464497,0.0169409,0.345504
"eir_3","IBM",20,1,2,1.5,0.0432475,0.0414055,0.798422
"eir_3","IBM",20,2,3,2.5,0.041019,0.0641973,1.19104
"eir_3","IBM",20,3,5,4,0.0783674,0.0862754,1.4085
"eir_3","IBM",20,5,7,6,0.0716766,0.0938188,1.22416
"eir_3","IBM",20,7,10,8.5,0.100375,0.0915921,0.951578
"eir_3","IBM",20,10,15,12.5,0.133842,0.0776187,0.688139
"eir_3","IBM",20,15,20,17.5,0.104895,0.0636458,0.516646
"eir_3","IBM",20,20,30,25,0.147626,0.0565242,0.32087
"eir_3","IBM",20,30,40,35,0.0928929,0.0504377,0.168036
"eir_3","IBM",20,40,60,50,0.0950681,0.048679,0.147843
"eir_3","IBM",20,60,85,72.5,0.0445418,0.0452668,0.0849559
"eir_10","IBM",20,0,1,0.5,0.0462612,0.0645591,1.28139
"eir_10","IBM",20,1,2,1.5,0.0447002,0.148837,2.9045
"eir_10","IBM",20,2,3,2.5,0.0419835,0.17994,2.97345
"eir_10","IBM",20,3,5,4,0.0796559,0.192491,2.10583
"eir_10","IBM",20,5,7,6,0.0738016,0.18362,1.56206
"eir_10","IBM",20,7,10,8.5,0.0980285,0.152166,1.10232
"eir_10","IBM",20,10,15,12.5,0.136093,0.116562,0.496344
"eir_10","IBM",20,15,20,17.5,0.106699,0.0864864,0.292019
"eir_10","IBM",20,20,30,25,0.148597,0.0649206,0.167201
"eir_10","IBM",20,30,40,35,0.0869511,0.0571209,0.128506
"eir_10","IBM",20,40,60,50,0.0919194,0.0525423,0.0866716
"eir_10","IBM",20,60,85,72.5,0.0453088,0.0510354,0.0670552
"demography","IBM",20,0,1,0.5,0.0168218,0.0172818,0.35478
"demography","IBM",20,1,2,1.5,0.0176145,0.0384047,0.782909
"demography","IBM",20,2,3,2.5,0.0183493,0.0605029,1.08415
"demography","IBM",20,3,5,4,0.0341001,0.0794712,1.2785
"demography","IBM",20,5,7,6,0.0320851,0.0770456,1.05193
"demography","IBM",20,7,10,8.5,0.0464619,0.0806547,0.893343
"demography","IBM",20,10,15,12.5,0.082287,0.0713291,0.681836
"demography","IBM",20,15,20,17.5,0.0802094,0.0627262,0.573806
"demography","IBM",20,20,30,25,0.155591,0.0528748,0.378371
"demography","IBM",20,30,40,35,0.156882,0.0447619,0.229539
"demography","IBM",20,40,60,50,0.232195,0.0420838,0.129384
"demography","IBM",20,60,85,72.5,0.127403,0.0409538,0.0741029
