"scenario","model","rep","pvpr_2_10","pcr_2_10","clin_0_5","clin_all","relapse_all","hyp_all","eir_realised"
"seasonal","IBM",3,0.0843686191233107,0.174412095472051,1.04546198569348,0.644564787050453,3.8732630498589,0.320166348081153,3.53123142577278
"eir_0.3","IBM",4,0.0166759545812842,0.034636601800912,0.171904551545855,0.27088509892189,0.596544634895017,0.0599000693875742,0.368179866085208
"eir_30","IBM",4,0.254697770453297,0.518465584411484,3.37431882892694,0.965578346475784,25.60651576979,0.760922329762094,30.8020870528269
"seasonal","IBM",4,0.0822847315663341,0.166681900333601,1.04890336714785,0.646039211638735,3.80673258452021,0.320559299989154,3.62321035646711
"eir_0.3","IBM",5,0.0150374211566574,0.0316659957047797,0.167673747199846,0.244515055311283,0.588811604752068,0.0585217243471908,0.328926656451803
"eir_30","IBM",5,0.259967481531544,0.521339242555122,3.41096089711559,0.97522931212482,25.9209132786667,0.76879764960881,30.3671184888414
"seasonal","IBM",5,0.0832330255161399,0.171678649384288,0.999899031365927,0.651856397769602,3.88545492224319,0.321701292548111,3.44820944580175
"eir_0.3","IBM",6,0.0177599966938628,0.0373920935636821,0.174484213860064,0.301519003966322,0.687330394813008,0.0675514478647474,0.397355957908016
"eir_30","IBM",6,0.26334701143159,0.531242785771628,3.43096779585661,0.984917371263654,26.3763582190719,0.776514569165619,30.8617502220167
"seasonal","IBM",6,0.0912209129164524,0.18578400757946,1.12110672612567,0.690910508578184,4.03299860256901,0.332373028112462,3.55938609331582
"eir_0.3","IBM",7,0.0179270657939828,0.0371252216075001,0.194903397244249,0.292345161314353,0.639440002052716,0.0637204730039748,0.387508980979021
"eir_30","IBM",7,0.260643436200736,0.527814454275624,3.44305644126069,0.973969038479916,26.268930619636,0.769186910818854,30.4778586808723
"seasonal","IBM",7,0.0882749751014599,0.181678277407052,1.14489587858342,0.682408107902594,4.01918181193859,0.330791481959434,3.60835402437352
"eir_0.3","IBM",8,0.0164405072376397,0.034433576091184,0.154338095624111,0.260716177182713,0.640326707729669,0.0627241629512612,0.350542305634758
"eir_30","IBM",8,0.263775975390275,0.523596635190955,3.52806233319978,1.0116767896399,25.9657669479477,0.770665726029495,31.1169692923382
"seasonal","IBM",8,0.0905188945561095,0.183178750961641,1.1463567839196,0.697454730426632,4.04997640995679,0.332819510836938,3.6894239577331
"eir_0.3","IBM",9,0.0160438449519188,0.033640456200985,0.16633521291512,0.256549893480194,0.595163570997958,0.0599482959219024,0.342806683523534
"eir_30","IBM",9,0.260938792163111,0.529663781381277,3.44604047967877,0.973233930480883,25.9837000310511,0.76871947406467,30.9429937004711
"seasonal","IBM",9,0.0846448342720087,0.171778227746313,1.05945932182891,0.646593818762927,3.75797487061168,0.318106051165078,3.51237049317725
"eir_0.3","IBM",10,0.0179781491931645,0.0367504447569941,0.192659047612444,0.268911398862866,0.604312248692699,0.0612477394009664,0.359748736484765
"eir_30","IBM",10,0.252858249595336,0.514576906993217,3.40313779287519,0.97052162190228,25.750929527851,0.763488050269072,30.7368941777201
"seasonal","IBM",10,0.0841688381785863,0.173921698718381,0.9913889800745,0.657741483351387,3.8983468724203,0.320249455414883,3.48401111615483
"eir_0.3","IBM",11,0.0156597377908861,0.0329060174323257,0.173318247956378,0.24959888736559,0.570282037110697,0.0576194329962476,0.335713137289053
"eir_30","IBM",11,0.261064504133431,0.529283714464933,3.50219880762647,1.01281056510246,25.7477127565931,0.763501194464386,30.8680389281771
"seasonal","IBM",11,0.0862394183012998,0.177319353701915,1.05540494785039,0.659843682281298,3.91569365987674,0.335465592472068,3.61270399246366
"eir_0.3","IBM",12,0.0163261433934211,0.0344586758154977,0.172865396713377,0.261493403285194,0.593497354451603,0.0596510955950087,0.358944412206765
"eir_30","IBM",12,0.261037548807541,0.524227696411139,3.45079813074265,0.977317463637556,26.0509674915248,0.76641184634126,30.3570981886649
"seasonal","IBM",12,0.0849645635442805,0.175261602612819,1.05574137788812,0.659442503382435,3.83814388725376,0.321715205674661,3.42380968263682
"eir_0.3","IBM",13,0.0181878640281197,0.0370301254501722,0.196331019900361,0.27335473543308,0.580324715358606,0.0584757034829337,0.355016005703676
"eir_30","IBM",13,0.256857362108711,0.51857243123013,3.43658679010087,0.981900170383035,26.0666553623575,0.766796669287072,30.9515908519361
"seasonal","IBM",13,0.08411553815218,0.172641794533693,1.00830005959801,0.635372087212551,3.94881285096657,0.320593370821266,3.49110871201886
"eir_0.3","IBM",14,0.0107738395551944,0.0230214635912328,0.116285520945852,0.164841432808579,0.361758666505617,0.0379134054491908,0.220408681687263
"eir_30","IBM",14,0.262868638541363,0.526876342646747,3.56067481505054,1.00751977127764,26.0604669564294,0.772659278772832,30.7321102450403
"seasonal","IBM",14,0.0889002119952859,0.181673371947177,1.05059733570005,0.682396385566231,3.9846318827759,0.333370607112555,3.63992725284392
"eir_0.3","IBM",15,0.0163184915917239,0.032795442667437,0.160341166704609,0.260524343977977,0.566948681686641,0.0563164146657112,0.353454792876577
"eir_30","IBM",15,0.264136355839745,0.529347137849834,3.5251010670462,1.00512922396549,26.1148201993126,0.774953518905006,30.8071962735349
"seasonal","IBM",15,0.0867671088343963,0.176530272483335,1.05339580143283,0.660482520407894,3.95984199284475,0.328957870304452,3.51050221411892
"eir_0.3","IBM",16,0.016703024706875,0.0346977657538372,0.177886468527533,0.288274337890908,0.590818020482914,0.0604339518141822,0.380265066986955
"eir_30","IBM",16,0.260673936333962,0.529656553529872,3.48514953194466,0.983522763431806,26.3285687037713,0.773488945956415,30.5178992087956
"seasonal","IBM",16,0.0847375847143413,0.173432646428092,1.0804542460822,0.678937155664492,3.92481893058638,0.329530415613189,3.53644957290646
"eir_0.3","IBM",17,0.0146469989852963,0.0302027115631656,0.160018582184548,0.222228483602319,0.47824589714387,0.0485821298843323,0.302898388106581
"eir_30","IBM",17,0.25968521408102,0.525735268138477,3.45317363294738,0.956858151051808,26.28927793371,0.77185320979581,30.8656311663967
"seasonal","IBM",17,0.0869694094413185,0.175106578947775,1.12161692230926,0.682009955995083,3.97833543226719,0.328410086587233,3.71572269630881
"eir_0.3","IBM",18,0.0184086992125384,0.0390493329905448,0.186290542908157,0.276205127837919,0.635040589928939,0.0628291284665812,0.360401549374401
"eir_30","IBM",18,0.25860804970993,0.522773336721741,3.50466529239449,1.02222649654455,25.7632607659392,0.764451684448042,31.0120317871504
"seasonal","IBM",18,0.0866783712249489,0.176487207283565,1.0686469540672,0.680751044045015,4.08484228828117,0.328323629604323,3.65060356000247
"eir_0.3","IBM",19,0.0182354473054937,0.0381867116862858,0.189452712507579,0.287158073105785,0.675429089418799,0.064934011429631,0.386896865602526
"eir_30","IBM",19,0.259983753850214,0.527274151715948,3.32203788937558,0.952201047192961,26.0002534333727,0.770497794365027,30.4939082911811
"seasonal","IBM",19,0.08448062745138,0.173292623205028,1.03563346467095,0.668421316922099,3.89068739824754,0.324800458963238,3.64959495492479
"eir_0.3","IBM",20,0.0104710965017342,0.0226661219793666,0.109161906023361,0.175428094696044,0.407311957221355,0.0422434349150012,0.251446488461873
"eir_30","IBM",20,0.262142893037514,0.52682196788864,3.50185827778683,0.979093326144883,26.5186971620007,0.775240447958444,30.7415494897971
"seasonal","IBM",20,0.0834280679269465,0.172241909644345,1.05989053543575,0.647880165490235,3.72314642910567,0.317893211007589,3.44582245414592
