"scenario","model","rep","age_lo","age_hi","age_mid","pop_frac","prev","clin","sev"
"eir_120","IBM",10,40,60,50,0.088191,0.225245,0.0490886,0
"eir_120","IBM",10,60,85,72.5,0.0392038,0.221172,0.0310577,0
"eir_3","IBM",11,0,1,0.5,0.046291,0.0830946,0.24529,25.6273
"eir_3","IBM",11,1,2,1.5,0.0447527,0.149,0.38399,25.7508
"eir_3","IBM",11,2,3,2.5,0.0428479,0.18391,0.462761,17.403
"eir_3","IBM",11,3,5,4,0.0836047,0.238348,0.555825,19.0545
"eir_3","IBM",11,5,7,6,0.0741079,0.261917,0.616991,12.349
"eir_3","IBM",11,7,10,8.5,0.0962809,0.268947,0.552349,5.28058
"eir_3","IBM",11,10,15,12.5,0.129823,0.263378,0.457681,2.34976
"eir_3","IBM",11,15,20,17.5,0.106867,0.20893,0.380281,1.90299
"eir_3","IBM",11,20,30,25,0.145968,0.155822,0.31998,1.39324
"eir_3","IBM",11,30,40,35,0.0926094,0.131765,0.267909,0.365996
"eir_3","IBM",11,40,60,50,0.0965037,0.133378,0.217058,0.351226
"eir_3","IBM",11,60,85,72.5,0.0403436,0.137184,0.180632,0.840149
"eir_120","IBM",11,0,1,0.5,0.0491192,0.598916,2.77352,77.8265
"eir_120","IBM",11,1,2,1.5,0.0461163,0.743324,4.25549,62.3542
"eir_120","IBM",11,2,3,2.5,0.0438945,0.772968,2.99575,31.5991
"eir_120","IBM",11,3,5,4,0.0815912,0.791651,1.79575,13.2681
"eir_120","IBM",11,5,7,6,0.0736317,0.797724,0.98046,0.459447
"eir_120","IBM",11,7,10,8.5,0.0941244,0.770817,0.581536,1.43767
"eir_120","IBM",11,10,15,12.5,0.131752,0.634356,0.334313,0.770306
"eir_120","IBM",11,15,20,17.5,0.103486,0.411401,0.185026,0.326902
"eir_120","IBM",11,20,30,25,0.149256,0.275701,0.0974623,0.453313
"eir_120","IBM",11,30,40,35,0.0918742,0.233038,0.0629656,0
"eir_120","IBM",11,40,60,50,0.0934934,0.225524,0.0430593,0
"eir_120","IBM",11,60,85,72.5,0.0416599,0.222751,0.0430386,0
"eir_3","IBM",12,0,1,0.5,0.0453448,0.0742025,0.248551,14.1392
"eir_3","IBM",12,1,2,1.5,0.0445886,0.143982,0.398827,30.2715
"eir_3","IBM",12,2,3,2.5,0.0429992,0.184528,0.426125,22.7581
"eir_3","IBM",12,3,5,4,0.076774,0.208662,0.521716,16.2624
"eir_3","IBM",12,5,7,6,0.0714615,0.261375,0.588832,10.3884
"eir_3","IBM",12,7,10,8.5,0.0954185,0.270752,0.537183,3.89007
"eir_3","IBM",12,10,15,12.5,0.132668,0.269579,0.44791,2.28915
"eir_3","IBM",12,15,20,17.5,0.115116,0.218221,0.385466,1.46565
"eir_3","IBM",12,20,30,25,0.147999,0.156251,0.327638,0.228001
"eir_3","IBM",12,30,40,35,0.087857,0.133921,0.270392,0.384079
"eir_3","IBM",12,40,60,50,0.0957962,0.121269,0.203247,0
"eir_3","IBM",12,60,85,72.5,0.0439765,0.123025,0.178785,0
"eir_120","IBM",12,0,1,0.5,0.0471032,0.632261,2.93248,73.8318
"eir_120","IBM",12,1,2,1.5,0.0446124,0.76135,4.54101,63.5741
"eir_120","IBM",12,2,3,2.5,0.042604,0.788575,3.06306,28.5305
"eir_120","IBM",12,3,5,4,0.0780376,0.798116,1.76874,8.65332
"eir_120","IBM",12,5,7,6,0.0725146,0.796055,0.999685,0.931239
"eir_120","IBM",12,7,10,8.5,0.0955772,0.771969,0.580064,2.1196
"eir_120","IBM",12,10,15,12.5,0.133533,0.635754,0.329721,1.26427
"eir_120","IBM",12,15,20,17.5,0.103921,0.410737,0.169599,0
"eir_120","IBM",12,20,30,25,0.153905,0.277027,0.0958705,0.219383
"eir_120","IBM",12,30,40,35,0.0908867,0.232466,0.0601827,0
"eir_120","IBM",12,40,60,50,0.0947236,0.22439,0.042774,0
"eir_120","IBM",12,60,85,72.5,0.0425817,0.221896,0.0539191,0
"eir_3","IBM",13,0,1,0.5,0.046377,0.0824951,0.246123,18.9325
"eir_3","IBM",13,1,2,1.5,0.04693,0.139591,0.365553,24.4662
"eir_3","IBM",13,2,3,2.5,0.0461424,0.178846,0.443516,20.4925
"eir_3","IBM",13,3,5,4,0.0856826,0.200205,0.471385,16.9478
"eir_3","IBM",13,5,7,6,0.0733181,0.247302,0.567922,8.29084
"eir_3","IBM",13,7,10,8.5,0.0970928,0.278858,0.565897,6.95633
"eir_3","IBM",13,10,15,12.5,0.131927,0.263108,0.446171,3.07174
"eir_3","IBM",13,15,20,17.5,0.106405,0.209101,0.383392,0.634755
"eir_3","IBM",13,20,30,25,0.142631,0.159877,0.325321,0.473538
"eir_3","IBM",13,30,40,35,0.088699,0.133348,0.258136,1.52293
"eir_3","IBM",13,40,60,50,0.0930981,0.122792,0.220184,0
"eir_3","IBM",13,60,85,72.5,0.0416976,0.12579,0.200043,0
"eir_120","IBM",13,0,1,0.5,0.0468027,0.595031,2.76233,75.9875
"eir_120","IBM",13,1,2,1.5,0.0450148,0.745702,4.33177,57.185
"eir_120","IBM",13,2,3,2.5,0.0416154,0.784709,3.08223,34.9976
"eir_120","IBM",13,3,5,4,0.077985,0.795684,1.80505,10.4238
"eir_120","IBM",13,5,7,6,0.0714754,0.804479,1.0032,2.3694
"eir_120","IBM",13,7,10,8.5,0.0987661,0.776681,0.584025,1.02882
"eir_120","IBM",13,10,15,12.5,0.131111,0.632851,0.309488,0.516674
"eir_120","IBM",13,15,20,17.5,0.105511,0.412865,0.192289,0.321016
"eir_120","IBM",13,20,30,25,0.149507,0.274495,0.105572,0.679646
"eir_120","IBM",13,30,40,35,0.0935532,0.233467,0.0680649,0
"eir_120","IBM",13,40,60,50,0.0993713,0.224144,0.0487416,0
"eir_120","IBM",13,60,85,72.5,0.039287,0.226062,0.0293126,0
"eir_3","IBM",14,0,1,0.5,0.0472549,0.0766639,0.237351,17.9268
"eir_3","IBM",14,1,2,1.5,0.0464346,0.143801,0.363411,27.0004
"eir_3","IBM",14,2,3,2.5,0.0442441,0.180388,0.466414,23.7419
"eir_3","IBM",14,3,5,4,0.0824514,0.20573,0.493166,19.7266
"eir_3","IBM",14,5,7,6,0.0727195,0.231187,0.517228,8.85346
"eir_3","IBM",14,7,10,8.5,0.0947241,0.272005,0.564848,7.15451
"eir_3","IBM",14,10,15,12.5,0.135631,0.264051,0.463941,2.49834
"eir_3","IBM",14,15,20,17.5,0.106788,0.216851,0.380774,3.49042
"eir_3","IBM",14,20,30,25,0.143498,0.160332,0.327757,1.18068
"eir_3","IBM",14,30,40,35,0.0874617,0.131119,0.275849,0
"eir_3","IBM",14,40,60,50,0.0947055,0.123847,0.206448,0
"eir_3","IBM",14,60,85,72.5,0.0440863,0.123289,0.197533,0
"eir_120","IBM",14,0,1,0.5,0.0483864,0.603429,2.80055,72.0242
"eir_120","IBM",14,1,2,1.5,0.0447649,0.748495,4.48967,65.7577
"eir_120","IBM",14,2,3,2.5,0.0423308,0.789502,3.10207,27.9754
"eir_120","IBM",14,3,5,4,0.0803113,0.801248,1.7724,6.74075
"eir_120","IBM",14,5,7,6,0.0738958,0.793017,0.934977,1.83149
"eir_120","IBM",14,7,10,8.5,0.0955468,0.768935,0.586775,0.708237
"eir_120","IBM",14,10,15,12.5,0.127644,0.632415,0.324713,1.8555
"eir_120","IBM",14,15,20,17.5,0.103028,0.408671,0.157306,0.656808
"eir_120","IBM",14,20,30,25,0.15479,0.276838,0.0939918,0.218586
"eir_120","IBM",14,30,40,35,0.0933819,0.233162,0.0561609,0
"eir_120","IBM",14,40,60,50,0.0914323,0.223803,0.0440364,0.370054
"eir_120","IBM",14,60,85,72.5,0.0444869,0.224005,0.0456336,0
"eir_3","IBM",15,0,1,0.5,0.0478744,0.0777541,0.258971,19.0524
"eir_3","IBM",15,1,2,1.5,0.0471343,0.146494,0.369829,25.0853
"eir_3","IBM",15,2,3,2.5,0.0444544,0.194763,0.526631,27.3574
"eir_3","IBM",15,3,5,4,0.0818588,0.22362,0.541035,18.1583
"eir_3","IBM",15,5,7,6,0.0765476,0.250719,0.562687,11.9157
"eir_3","IBM",15,7,10,8.5,0.0987553,0.274912,0.566485,5.47328
"eir_3","IBM",15,10,15,12.5,0.130646,0.26961,0.482506,2.84435
"eir_3","IBM",15,15,20,17.5,0.105517,0.207215,0.372986,0.96048
"eir_3","IBM",15,20,30,25,0.146701,0.154682,0.320548,1.38167
"eir_3","IBM",15,30,40,35,0.089331,0.128047,0.262827,0
"eir_3","IBM",15,40,60,50,0.0925627,0.13201,0.21168,1.0949
"eir_3","IBM",15,60,85,72.5,0.0386168,0.126063,0.209079,1.74961
"eir_120","IBM",15,0,1,0.5,0.0476221,0.622004,2.91306,61.8289
"eir_120","IBM",15,1,2,1.5,0.0445539,0.754146,4.41642,66.0867
"eir_120","IBM",15,2,3,2.5,0.0424528,0.786889,3.05891,28.6997
"eir_120","IBM",15,3,5,4,0.0800876,0.792602,1.73852,6.76138
"eir_120","IBM",15,5,7,6,0.0723533,0.795798,0.996794,1.87103
"eir_120","IBM",15,7,10,8.5,0.0955296,0.78112,0.575699,2.12566
"eir_120","IBM",15,10,15,12.5,0.13769,0.636191,0.301348,0.491596
"eir_120","IBM",15,15,20,17.5,0.103994,0.409785,0.168253,0
"eir_120","IBM",15,20,30,25,0.146578,0.276901,0.101131,0.461786
"eir_120","IBM",15,30,40,35,0.0934873,0.233975,0.0633528,0.362016
"eir_120","IBM",15,40,60,50,0.094382,0.225834,0.0512775,0.717168
"eir_120","IBM",15,60,85,72.5,0.0412693,0.225575,0.0451041,0
"eir_3","IBM",16,0,1,0.5,0.0487982,0.0726129,0.235971,16.6568
"eir_3","IBM",16,1,2,1.5,0.0474617,0.141083,0.399603,40.6739
"eir_3","IBM",16,2,3,2.5,0.0441155,0.179482,0.449873,24.5665
"eir_3","IBM",16,3,5,4,0.0805381,0.216246,0.528588,18.5027
"eir_3","IBM",16,5,7,6,0.075053,0.239325,0.535631,16.6962
"eir_3","IBM",16,7,10,8.5,0.0942173,0.254776,0.532003,6.82977
"eir_3","IBM",16,10,15,12.5,0.12555,0.262017,0.449679,3.5068
"eir_3","IBM",16,15,20,17.5,0.104734,0.203226,0.35441,0.323367
"eir_3","IBM",16,20,30,25,0.14883,0.15224,0.320174,2.04802
"eir_3","IBM",16,30,40,35,0.0940517,0.123703,0.235862,0.360095
"eir_3","IBM",16,40,60,50,0.096698,0.124574,0.197185,0
"eir_3","IBM",16,60,85,72.5,0.0399525,0.127361,0.180559,0
"eir_120","IBM",16,0,1,0.5,0.0483437,0.621017,2.84312,69.9588
"eir_120","IBM",16,1,2,1.5,0.0459894,0.749974,4.42932,61.7737
"eir_120","IBM",16,2,3,2.5,0.0427306,0.775698,3.09075,25.3275
"eir_120","IBM",16,3,5,4,0.0779157,0.796918,1.84478,9.54947
"eir_120","IBM",16,5,7,6,0.0710563,0.804487,1.01048,0.475969
"eir_120","IBM",16,7,10,8.5,0.0946256,0.774478,0.607249,0.714831
"eir_120","IBM",16,10,15,12.5,0.135037,0.633431,0.309312,0
"eir_120","IBM",16,15,20,17.5,0.104208,0.412506,0.17688,0.973649
"eir_120","IBM",16,20,30,25,0.14756,0.277995,0.0997016,0.229199
"eir_120","IBM",16,30,40,35,0.095489,0.235199,0.073316,0.354184
"eir_120","IBM",16,40,60,50,0.0961689,0.226946,0.0453666,0.351679
"eir_120","IBM",16,60,85,72.5,0.0408762,0.221798,0.0446792,0
"eir_3","IBM",17,0,1,0.5,0.0459144,0.0819476,0.233638,17.6887
"eir_3","IBM",17,1,2,1.5,0.0455076,0.144056,0.345783,27.5139
"eir_3","IBM",17,2,3,2.5,0.0441967,0.168549,0.444857,20.6732
"eir_3","IBM",17,3,5,4,0.0826164,0.204006,0.491528,14.7459
"eir_3","IBM",17,5,7,6,0.072206,0.239335,0.52584,7.49861
"eir_3","IBM",17,7,10,8.5,0.0945119,0.274088,0.53887,4.65469
"eir_3","IBM",17,10,15,12.5,0.133806,0.266814,0.44031,1.51744
"eir_3","IBM",17,15,20,17.5,0.106162,0.204015,0.356693,0.956282
"eir_3","IBM",17,20,30,25,0.141556,0.147568,0.307191,0.717176
"eir_3","IBM",17,30,40,35,0.0921996,0.118942,0.252885,1.1011
"eir_3","IBM",17,40,60,50,0.0994236,0.123675,0.216131,0.680729
"eir_3","IBM",17,60,85,72.5,0.0418999,0.122355,0.167183,0
"eir_120","IBM",17,0,1,0.5,0.0461178,0.610692,2.89917,82.8544
"eir_120","IBM",17,1,2,1.5,0.044026,0.76072,4.56767,64.5172
"eir_120","IBM",17,2,3,2.5,0.0420392,0.775497,2.99464,29.7614
"eir_120","IBM",17,3,5,4,0.0795485,0.792415,1.76154,8.07658
"eir_120","IBM",17,5,7,6,0.0716,0.807939,0.962963,2.83363
"eir_120","IBM",17,7,10,8.5,0.0983835,0.783665,0.589795,2.74962
"eir_120","IBM",17,10,15,12.5,0.132406,0.629898,0.336344,0
"eir_120","IBM",17,15,20,17.5,0.102348,0.413097,0.179072,1.32156
"eir_120","IBM",17,20,30,25,0.148571,0.275822,0.101737,0
"eir_120","IBM",17,30,40,35,0.0933464,0.234687,0.059409,0.36225
"eir_120","IBM",17,40,60,50,0.0987675,0.225139,0.0486161,0.342367
"eir_120","IBM",17,60,85,72.5,0.0428465,0.22317,0.0434063,0
"eir_3","IBM",18,0,1,0.5,0.0493468,0.0713008,0.233597,17.8633
"eir_3","IBM",18,1,2,1.5,0.0468857,0.14637,0.391928,21.6934
"eir_3","IBM",18,2,3,2.5,0.0433122,0.186856,0.432093,31.3111
"eir_3","IBM",18,3,5,4,0.0809671,0.226296,0.526769,16.3307
"eir_3","IBM",18,5,7,6,0.0749432,0.254587,0.592182,9.50025
"eir_3","IBM",18,7,10,8.5,0.0975925,0.262552,0.503385,9.72724
"eir_3","IBM",18,10,15,12.5,0.13266,0.26059,0.460279,3.06682
"eir_3","IBM",18,15,20,17.5,0.102269,0.21202,0.389861,1.65757
"eir_3","IBM",18,20,30,25,0.147762,0.153346,0.318933,1.60614
"eir_3","IBM",18,30,40,35,0.0931263,0.130407,0.260304,0.364062
"eir_3","IBM",18,40,60,50,0.0913855,0.127733,0.228163,0.741994
"eir_3","IBM",18,60,85,72.5,0.0397493,0.127925,0.160353,0
"eir_120","IBM",18,0,1,0.5,0.0458932,0.611851,2.70153,64.7954
"eir_120","IBM",18,1,2,1.5,0.043137,0.751178,4.35233,65.802
"eir_120","IBM",18,2,3,2.5,0.040833,0.768037,3.01562,30.6196
"eir_120","IBM",18,3,5,4,0.0766329,0.784289,1.76911,11.0239
"eir_120","IBM",18,5,7,6,0.0735704,0.785372,0.950314,3.21518
"eir_120","IBM",18,7,10,8.5,0.0964449,0.763327,0.605445,1.05112
"eir_120","IBM",18,10,15,12.5,0.132008,0.623073,0.314089,0
"eir_120","IBM",18,15,20,17.5,0.104039,0.412326,0.174416,0.649595
"eir_120","IBM",18,20,30,25,0.1541,0.274984,0.0907835,0.219284
"eir_120","IBM",18,30,40,35,0.0955778,0.232344,0.0654071,0
"eir_120","IBM",18,40,60,50,0.0957915,0.221968,0.0532672,0.705526
"eir_120","IBM",18,60,85,72.5,0.0419713,0.222269,0.0386455,0
"eir_3","IBM",19,0,1,0.5,0.0467623,0.0792349,0.253004,23.1981
"eir_3","IBM",19,1,2,1.5,0.0434358,0.146989,0.379303,21.8529
"eir_3","IBM",19,2,3,2.5,0.0426425,0.188085,0.480167,26.2343
"eir_3","IBM",19,3,5,4,0.0806448,0.220721,0.543105,16.394
"eir_3","IBM",19,5,7,6,0.0708613,0.249942,0.565466,14.8303
"eir_3","IBM",19,7,10,8.5,0.098216,0.264115,0.555356,6.21281
"eir_3","IBM",19,10,15,12.5,0.132432,0.267189,0.468443,4.35166
"eir_3","IBM",19,15,20,17.5,0.107729,0.216438,0.394922,1.25871
"eir_3","IBM",19,20,30,25,0.152296,0.158373,0.32031,0.890368
"eir_3","IBM",19,30,40,35,0.0930265,0.130112,0.274766,1.09323
"eir_3","IBM",19,40,60,50,0.0971891,0.121084,0.197074,0.348803
"eir_3","IBM",19,60,85,72.5,0.0347653,0.132136,0.196972,0
"eir_120","IBM",19,0,1,0.5,0.0494202,0.608411,2.87646,83.634
"eir_120","IBM",19,1,2,1.5,0.0483209,0.758088,4.40514,60.2964
"eir_120","IBM",19,2,3,2.5,0.0460218,0.784568,3.08224,33.8627
"eir_120","IBM",19,3,5,4,0.0823334,0.794929,1.85126,7.81817
"eir_120","IBM",19,5,7,6,0.0713472,0.790794,1.0005,2.84906
"eir_120","IBM",19,7,10,8.5,0.0978329,0.779827,0.618131,1.03888
"eir_120","IBM",19,10,15,12.5,0.129451,0.640379,0.339702,1.04685
"eir_120","IBM",19,15,20,17.5,0.101531,0.408797,0.17418,0
"eir_120","IBM",19,20,30,25,0.148403,0.275061,0.107752,0.228289
"eir_120","IBM",19,30,40,35,0.0950925,0.233282,0.0680479,0.356272
"eir_120","IBM",19,40,60,50,0.0916013,0.224003,0.0462313,0.7397
"eir_120","IBM",19,60,85,72.5,0.0386446,0.227366,0.0368203,0
"eir_3","IBM",20,0,1,0.5,0.0478951,0.0805,0.261889,19.8186
"eir_3","IBM",20,1,2,1.5,0.0451698,0.137693,0.340733,29.27
"eir_3","IBM",20,2,3,2.5,0.0420423,0.176971,0.47413,20.9649
"eir_3","IBM",20,3,5,4,0.0786231,0.21621,0.513964,18.5406
"eir_3","IBM",20,5,7,6,0.0756809,0.26415,0.575156,9.8547
"eir_3","IBM",20,7,10,8.5,0.100141,0.276579,0.550106,6.432
"eir_3","IBM",20,10,15,12.5,0.130762,0.262468,0.445137,4.14805
"eir_3","IBM",20,15,20,17.5,0.105211,0.21173,0.390523,2.2555
"eir_3","IBM",20,20,30,25,0.149861,0.15642,0.306293,1.5835
"eir_3","IBM",20,30,40,35,0.0869743,0.131151,0.258032,3.11821
"eir_3","IBM",20,40,60,50,0.0919098,0.117291,0.20434,0.368846
"eir_3","IBM",20,60,85,72.5,0.0457287,0.12326,0.185335,0
"eir_120","IBM",20,0,1,0.5,0.0473866,0.60263,2.9183,77.584
"eir_120","IBM",20,1,2,1.5,0.045798,0.745861,4.37905,75.12
"eir_120","IBM",20,2,3,2.5,0.043049,0.77286,3.04076,27.4225
"eir_120","IBM",20,3,5,4,0.079697,0.793285,1.8304,10.5803
"eir_120","IBM",20,5,7,6,0.0747112,0.795615,1.00314,0.902913
"eir_120","IBM",20,7,10,8.5,0.0942425,0.778169,0.597326,0.715789
"eir_120","IBM",20,10,15,12.5,0.133759,0.638236,0.312427,0.504322
"eir_120","IBM",20,15,20,17.5,0.102866,0.411284,0.173783,0.327893
"eir_120","IBM",20,20,30,25,0.151456,0.277127,0.0986551,0.222698
"eir_120","IBM",20,30,40,35,0.0911561,0.233772,0.0673422,0.370012
"eir_120","IBM",20,40,60,50,0.0900679,0.225782,0.0554234,0.374483
"eir_120","IBM",20,60,85,72.5,0.0458111,0.227008,0.0412305,0
"eir_3","fleet",0,0,1,0.5,0.0464768,0.0784657,0.240103,18.3802
"eir_3","fleet",0,1,2,1.5,0.0444397,0.146499,0.381642,26.345
"eir_3","fleet",0,2,3,2.5,0.0423728,0.182272,0.455437,23.7715
"eir_3","fleet",0,3,5,4,0.0788161,0.217221,0.524294,17.1813
"eir_3","fleet",0,5,7,6,0.0716548,0.247774,0.564793,10.57
"eir_3","fleet",0,7,10,8.5,0.0954175,0.267013,0.53543,5.65908
"eir_3","fleet",0,10,15,12.5,0.131592,0.260928,0.451501,2.91105
"eir_3","fleet",0,15,20,17.5,0.103706,0.21164,0.382064,1.71756
"eir_3","fleet",0,20,30,25,0.146096,0.157115,0.324381,1.05776
"eir_3","fleet",0,30,40,35,0.0907363,0.132962,0.269093,0.660861
"eir_3","fleet",0,40,60,50,0.0913405,0.126817,0.225981,0.46915
"eir_3","fleet",0,60,85,72.5,0.0573511,0.124576,0.184899,0.33639
"eir_20","fleet",0,0,1,0.5,0.0464768,0.289191,1.07987,51.4388
"eir_20","fleet",0,1,2,1.5,0.0444397,0.437724,1.82074,59.9521
"eir_20","fleet",0,2,3,2.5,0.0423728,0.491592,1.73484,37.3394
"eir_20","fleet",0,3,5,4,0.0788161,0.534479,1.45015,16.2763
"eir_20","fleet",0,5,7,6,0.0716548,0.564532,1.19866,6.19379
"eir_20","fleet",0,7,10,8.5,0.0954175,0.569453,0.903893,2.50573
"eir_20","fleet",0,10,15,12.5,0.131592,0.503231,0.565877,1.00354
"eir_20","fleet",0,15,20,17.5,0.103706,0.35844,0.362674,0.511709
"eir_20","fleet",0,20,30,25,0.146096,0.247044,0.247425,0.307479
"eir_20","fleet",0,30,40,35,0.0907363,0.20632,0.173857,0.203137
"eir_20","fleet",0,40,60,50,0.0913405,0.19722,0.132947,0.157111
"eir_20","fleet",0,60,85,72.5,0.0573511,0.194386,0.100859,0.126284
"eir_120","fleet",0,0,1,0.5,0.0464768,0.613776,2.77638,71.7144
"eir_120","fleet",0,1,2,1.5,0.0444397,0.752503,4.25448,57.9677
"eir_120","fleet",0,2,3,2.5,0.0423728,0.778184,2.9426,24.4477
"eir_120","fleet",0,3,5,4,0.0788161,0.791747,1.67286,7.79433
"eir_120","fleet",0,5,7,6,0.0716548,0.795556,0.94729,2.21428
"eir_120","fleet",0,7,10,8.5,0.0954175,0.771249,0.568539,0.902051
"eir_120","fleet",0,10,15,12.5,0.131592,0.633026,0.29925,0.465553
"eir_120","fleet",0,15,20,17.5,0.103706,0.410598,0.165879,0.333823
"eir_120","fleet",0,20,30,25,0.146096,0.276383,0.100412,0.281322
"eir_120","fleet",0,30,40,35,0.0907363,0.233689,0.0654626,0.253884
"eir_120","fleet",0,40,60,50,0.0913405,0.224874,0.0496628,0.240799
"eir_120","fleet",0,60,85,72.5,0.0573511,0.222296,0.0389415,0.231303
"demography","fleet",0,0,1,0.5,0.0178441,0.233409,0.826392,44.5221
"demography","fleet",0,1,2,1.5,0.0174063,0.369086,1.39498,53.4351
"demography","fleet",0,2,3,2.5,0.0172848,0.422615,1.44367,37.2519
"demography","fleet",0,3,5,4,0.0341619,0.467487,1.26361,17.7282
"demography","fleet",0,5,7,6,0.0338216,0.500498,1.06599,7.08566
"demography","fleet",0,7,10,8.5,0.0503304,0.511473,0.877173,3.08011
"demography","fleet",0,10,15,12.5,0.0826476,0.459949,0.606718,1.25132
"demography","fleet",0,15,20,17.5,0.0810111,0.334875,0.39745,0.626579
"demography","fleet",0,20,30,25,0.154117,0.231596,0.264139,0.360132
"demography","fleet",0,30,40,35,0.142269,0.194686,0.186716,0.230129
"demography","fleet",0,40,60,50,0.225233,0.186102,0.14604,0.17205
"demography","fleet",0,60,85,72.5,0.143873,0.183723,0.120759,0.14027
